Year,Customer Age,Customer Gender,Product Category,Quantity,Unit Price,Profit Margin,Age Group,Quarter
2015,20,F,Bikes,1,2146.0,-0.06943150046598323,18-24,Q3
2015,20,F,Bikes,1,2030.0,-0.14285714285714285,18-24,Q3
2015,20,F,Bikes,1,1884.0,-0.21815286624203822,18-24,Q4
2015,22,F,Clothing,1,228.0,0.05263157894736842,18-24,Q3
2015,24,F,Accessories,3,529.333333,-0.0012594458438287153,18-24,Q3
2015,24,F,Accessories,1,1297.0,0.14186584425597532,18-24,Q4
2016,40,M,Bikes,1,873.0,0.11912943871706758,35-44,Q1
2016,40,M,Bikes,3,250.333333,0.011984021304926764,35-44,Q2
2015,40,M,Bikes,1,2340.0,0.008547008547008548,35-44,Q3
2015,40,M,Bikes,2,353.5,-0.0876944837340877,35-44,Q3
2015,40,M,Bikes,1,2340.0,0.008547008547008548,35-44,Q3
2015,40,M,Bikes,1,2095.0,-0.10739856801909307,35-44,Q4
2015,40,F,Accessories,2,524.5,0.0905624404194471,35-44,Q3
2016,40,M,Accessories,3,186.333333,0.11449016100178891,35-44,Q1
2016,40,M,Accessories,3,334.333333,0.23230309072781655,35-44,Q1
2015,40,M,Accessories,1,752.0,0.04920212765957447,35-44,Q3
2016,22,F,Accessories,1,156.0,0.23076923076923078,18-24,Q1
2016,22,F,Accessories,1,108.0,0.21296296296296297,18-24,Q3
2016,22,F,Accessories,2,136.0,0.22794117647058823,18-24,Q3
2015,22,F,Accessories,1,67.0,0.029850746268656716,18-24,Q3
2015,22,F,Accessories,2,143.5,0.1289198606271777,18-24,Q3
2015,22,F,Clothing,3,437.666667,0.05407463823305408,18-24,Q3
2015,22,F,Clothing,2,535.5,0.09243697478991597,18-24,Q3
2015,22,F,Accessories,2,26.5,0.05660377358490566,18-24,Q3
2015,22,F,Accessories,1,179.0,-0.055865921787709494,18-24,Q4
2015,22,F,Accessories,3,7.0,0.047619047619047616,18-24,Q4
2015,22,F,Clothing,1,159.0,0.05660377358490566,18-24,Q4
2015,22,F,Bikes,2,1077.0,-0.06545961002785515,18-24,Q3
2015,22,F,Bikes,3,712.333333,-0.07393542349087506,18-24,Q3
2016,19,F,Accessories,1,105.0,0.08571428571428572,18-24,Q1
2016,19,F,Accessories,1,113.0,0.11504424778761062,18-24,Q1
2016,19,F,Accessories,2,28.0,0.14285714285714285,18-24,Q2
2016,19,F,Accessories,2,35.5,0.15492957746478872,18-24,Q2
2016,19,F,Accessories,1,54.0,0.07407407407407407,18-24,Q2
2016,19,F,Accessories,2,92.5,0.24324324324324326,18-24,Q3
2016,19,F,Accessories,1,48.0,0.16666666666666666,18-24,Q3
2015,19,F,Accessories,3,341.0,0.1495601173020528,18-24,Q3
2015,19,F,Accessories,3,2.0,0.16666666666666666,18-24,Q3
2015,19,F,Accessories,3,0.666667,0.0,18-24,Q3
2015,19,F,Accessories,3,86.333333,0.03474903474903475,18-24,Q4
2015,19,F,Accessories,1,29.0,0.06896551724137931,18-24,Q4
2015,19,F,Accessories,3,173.333333,0.057692307692307696,18-24,Q4
2015,19,F,Accessories,2,47.0,0.09574468085106383,18-24,Q4
2015,19,F,Accessories,2,20.5,0.0975609756097561,18-24,Q4
2015,19,F,Accessories,3,5.666667,0.11764705882352941,18-24,Q4
2015,19,F,Accessories,1,1111.0,0.05490549054905491,18-24,Q4
2016,20,F,Accessories,3,29.333333,0.20454545454545456,18-24,Q1
2016,20,F,Accessories,1,131.0,0.1984732824427481,18-24,Q1
2016,20,F,Accessories,3,13.333333,0.125,18-24,Q1
2015,20,F,Accessories,1,928.0,0.01939655172413793,18-24,Q3
2015,20,F,Accessories,3,37.666667,0.07079646017699115,18-24,Q4
2015,18,M,Bikes,2,1106.5,-0.03705377315860822,18-24,Q3
2015,18,M,Accessories,1,509.0,0.13555992141453832,18-24,Q3
2015,18,F,Bikes,1,2115.0,-0.0851063829787234,18-24,Q3
2015,18,F,Accessories,1,250.0,0.08,18-24,Q3
2015,18,F,Accessories,3,5.0,0.0,18-24,Q3
2015,21,M,Bikes,1,2218.0,-0.034715960324616775,18-24,Q3
2015,21,F,Clothing,1,61.0,-0.04918032786885246,18-24,Q3
2015,21,F,Bikes,1,2155.0,-0.0765661252900232,18-24,Q3
2015,21,F,Bikes,3,256.333333,0.0,18-24,Q4
2015,21,F,Accessories,1,959.0,0.1397288842544317,18-24,Q3
2015,21,F,Accessories,3,141.666667,0.09411764705882353,18-24,Q3
2015,21,F,Accessories,3,268.0,0.11069651741293532,18-24,Q4
2015,21,F,Accessories,2,337.5,0.1037037037037037,18-24,Q4
2016,23,M,Bikes,1,815.0,0.05644171779141104,18-24,Q2
2015,23,M,Bikes,3,602.666667,-0.13329646017699115,18-24,Q2
2015,23,M,Bikes,1,2297.0,0.0008707009142359599,18-24,Q3
2015,23,M,Bikes,3,682.0,-0.13391984359726294,18-24,Q3
2016,24,F,Clothing,1,237.0,0.1940928270042194,18-24,Q2
2015,24,F,Clothing,2,29.0,-0.10344827586206896,18-24,Q4
2015,24,F,Clothing,3,575.0,0.11652173913043479,18-24,Q4
2016,25,F,Clothing,1,265.0,0.2188679245283019,25-34,Q2
2016,30,M,Accessories,1,413.0,0.2009685230024213,25-34,Q1
2015,30,M,Accessories,2,88.5,0.06779661016949153,25-34,Q3
2015,30,M,Accessories,2,63.5,0.13385826771653545,25-34,Q4
2016,55,F,Clothing,2,359.0,0.04456824512534819,55-64,Q1
2016,53,F,Accessories,1,271.0,0.22509225092250923,45-54,Q1
2016,53,F,Accessories,2,45.5,0.23076923076923078,45-54,Q1
2016,53,F,Accessories,2,23.5,0.14893617021276595,45-54,Q1
2016,53,F,Accessories,3,22.0,0.09090909090909091,45-54,Q1
2016,53,F,Accessories,2,495.5,0.22300706357214933,45-54,Q1
2016,53,F,Accessories,3,7.666667,0.30434782608695654,45-54,Q1
2016,53,F,Accessories,2,65.0,0.1076923076923077,45-54,Q3
2016,53,F,Accessories,2,578.0,0.21280276816608998,45-54,Q3
2016,53,F,Accessories,2,36.0,0.16666666666666666,45-54,Q3
2016,53,F,Accessories,3,15.666667,0.2127659574468085,45-54,Q3
2015,53,F,Accessories,1,442.0,0.049773755656108594,45-54,Q3
2015,53,F,Accessories,1,59.0,0.11864406779661017,45-54,Q4
2016,53,F,Accessories,3,42.333333,0.1732283464566929,45-54,Q1
2016,53,F,Accessories,1,42.0,0.16666666666666666,45-54,Q1
2016,53,F,Accessories,2,24.0,0.25,45-54,Q2
2016,53,F,Accessories,2,41.0,0.21951219512195122,45-54,Q2
2016,53,F,Accessories,2,47.5,0.15789473684210525,45-54,Q2
2016,53,F,Accessories,3,340.0,0.14705882352941177,45-54,Q2
2016,53,F,Accessories,1,28.0,0.2857142857142857,45-54,Q2
2016,53,F,Accessories,2,9.0,0.1111111111111111,45-54,Q2
2016,53,F,Accessories,2,53.5,0.205607476635514,45-54,Q2
2016,53,F,Accessories,3,208.0,0.15865384615384615,45-54,Q2
2016,53,F,Accessories,1,390.0,0.19230769230769232,45-54,Q2
2016,53,F,Accessories,1,480.0,0.052083333333333336,45-54,Q3
2016,53,F,Accessories,3,7.0,0.23809523809523808,45-54,Q3
2016,53,F,Accessories,2,8.0,0.25,45-54,Q3
2016,53,F,Accessories,1,3.0,0.3333333333333333,45-54,Q3
2015,53,F,Accessories,1,35.0,0.08571428571428572,45-54,Q4
2015,53,F,Accessories,3,24.0,0.1111111111111111,45-54,Q4
2015,53,F,Accessories,3,373.666667,0.09455842997323818,45-54,Q4
2015,53,F,Accessories,2,36.0,-0.041666666666666664,45-54,Q4
2015,53,F,Accessories,1,268.0,-0.007462686567164179,45-54,Q4
2015,53,F,Accessories,3,37.666667,0.02654867256637168,45-54,Q4
2015,53,F,Accessories,1,85.0,0.18823529411764706,45-54,Q4
2015,53,F,Accessories,3,72.0,0.10648148148148148,45-54,Q4
2015,53,F,Clothing,1,213.0,0.10328638497652583,45-54,Q4
2016,53,M,Bikes,2,1225.0,0.053061224489795916,45-54,Q1
2016,53,M,Bikes,2,932.5,0.08793565683646112,45-54,Q2
2015,53,M,Bikes,3,703.666667,-0.08716248223590715,45-54,Q3
2015,53,M,Clothing,1,144.0,-0.0625,45-54,Q3
2015,53,M,Bikes,3,744.333333,-0.027765338110165697,45-54,Q4
2015,53,M,Bikes,3,773.333333,0.0,45-54,Q4
2016,52,F,Bikes,3,263.666667,0.061946902654867256,45-54,Q1
2016,52,F,Bikes,2,382.5,0.030065359477124184,45-54,Q1
2016,52,F,Bikes,1,735.0,-0.04625850340136054,45-54,Q2
2016,52,F,Bikes,1,777.0,0.010296010296010296,45-54,Q2
2016,52,F,Clothing,1,166.0,0.13253012048192772,45-54,Q2
2016,52,F,Bikes,1,774.0,0.041343669250646,45-54,Q2
2016,52,F,Clothing,2,5.5,0.18181818181818182,45-54,Q2
2015,52,F,Bikes,3,771.333333,-0.0025929127052722557,45-54,Q3
2015,52,F,Clothing,2,62.0,0.056451612903225805,45-54,Q3
2015,52,F,Bikes,2,1169.5,0.01881145788798632,45-54,Q4
2016,52,F,Clothing,3,269.666667,0.18294190358467244,45-54,Q2
2016,51,F,Clothing,3,125.333333,0.15425531914893617,45-54,Q2
2016,51,M,Accessories,3,444.333333,0.18979744936234058,45-54,Q1
2016,51,F,Accessories,3,411.666667,0.22753036437246962,45-54,Q1
2016,50,F,Accessories,1,380.0,0.24736842105263157,45-54,Q1
2016,49,F,Accessories,3,617.333333,0.19816414686825054,45-54,Q1
2016,49,F,Accessories,2,756.0,0.19973544973544974,45-54,Q1
2015,49,F,Accessories,3,197.666667,0.16526138279932545,45-54,Q3
2016,48,F,Accessories,3,316.0,0.15084388185654007,45-54,Q1
2016,48,F,Accessories,3,49.666667,0.06040268456375839,45-54,Q1
2016,48,F,Accessories,2,252.0,0.16666666666666666,45-54,Q2
2016,48,F,Accessories,1,456.0,0.07894736842105263,45-54,Q2
2016,48,F,Accessories,1,432.0,0.18981481481481483,45-54,Q2
2016,48,F,Accessories,3,334.666667,0.19820717131474103,45-54,Q2
2016,48,F,Accessories,1,1302.0,0.1935483870967742,45-54,Q3
2015,48,F,Accessories,3,38.0,0.07894736842105263,45-54,Q3
2015,48,F,Accessories,1,345.0,0.08695652173913043,45-54,Q3
2015,48,F,Accessories,3,207.0,0.09822866344605476,45-54,Q3
2015,48,F,Accessories,3,36.0,0.027777777777777776,45-54,Q4
2015,48,F,Accessories,3,241.0,0.12863070539419086,45-54,Q4
2015,47,F,Accessories,2,393.5,0.021601016518424398,45-54,Q3
2015,47,F,Accessories,2,56.5,0.07079646017699115,45-54,Q3
2015,47,F,Accessories,3,554.0,0.07340553549939831,45-54,Q3
2016,47,M,Accessories,2,85.5,0.18128654970760233,45-54,Q2
2016,47,M,Accessories,1,16.0,0.125,45-54,Q2
2016,47,M,Accessories,2,23.5,0.1276595744680851,45-54,Q3
2015,47,M,Accessories,3,209.0,0.12280701754385964,45-54,Q3
2015,47,M,Accessories,2,5.5,0.18181818181818182,45-54,Q3
2016,47,F,Accessories,1,129.0,0.13953488372093023,45-54,Q2
2016,46,F,Accessories,1,129.0,0.18604651162790697,45-54,Q1
2016,46,F,Bikes,3,202.0,0.10891089108910891,45-54,Q2
2016,46,F,Bikes,1,677.0,-0.09601181683899557,45-54,Q2
2016,46,F,Accessories,2,67.5,0.2222222222222222,45-54,Q2
2015,46,F,Bikes,3,623.0,-0.09630818619582665,45-54,Q1
2015,46,F,Bikes,2,973.5,-0.06368772470467386,45-54,Q1
2015,46,F,Bikes,1,2239.0,-0.025011165698972757,45-54,Q3
2015,46,F,Accessories,2,260.0,-0.009615384615384616,45-54,Q3
2015,46,F,Bikes,1,658.0,-0.1276595744680851,45-54,Q4
2016,46,F,Accessories,1,856.0,0.2558411214953271,45-54,Q1
2016,46,F,Accessories,2,18.5,0.1891891891891892,45-54,Q1
2016,46,F,Accessories,1,138.0,0.2753623188405797,45-54,Q1
2016,46,F,Accessories,2,40.0,0.125,45-54,Q1
2016,46,F,Accessories,1,73.0,0.1780821917808219,45-54,Q1
2016,46,F,Accessories,1,508.0,0.16338582677165353,45-54,Q2
2016,46,F,Accessories,1,54.0,0.18518518518518517,45-54,Q2
2015,46,F,Accessories,3,12.0,-0.027777777777777776,45-54,Q3
2015,46,F,Accessories,2,297.5,0.14285714285714285,45-54,Q3
2015,46,F,Accessories,3,49.0,0.013605442176870748,45-54,Q3
2015,46,F,Accessories,1,414.0,0.07004830917874397,45-54,Q4
2015,46,F,Accessories,3,217.0,0.08602150537634409,45-54,Q4
2015,46,F,Accessories,2,78.5,0.14012738853503184,45-54,Q4
2016,46,M,Accessories,1,790.0,0.16582278481012658,45-54,Q1
2016,46,M,Accessories,1,510.0,0.13725490196078433,45-54,Q1
2016,46,F,Accessories,1,275.0,0.24727272727272728,45-54,Q1
2016,45,M,Clothing,2,82.0,0.10365853658536585,45-54,Q1
2016,45,M,Clothing,3,279.0,0.2974910394265233,45-54,Q1
2016,45,M,Accessories,3,216.0,0.18981481481481483,45-54,Q1
2016,45,M,Accessories,3,380.333333,0.20245398773006135,45-54,Q1
2016,45,M,Accessories,1,203.0,0.19704433497536947,45-54,Q1
2016,45,M,Accessories,2,16.5,0.15151515151515152,45-54,Q1
2016,45,M,Accessories,1,174.0,0.28160919540229884,45-54,Q1
2016,45,M,Clothing,3,10.666667,0.25,45-54,Q1
2016,45,M,Accessories,2,50.5,0.13861386138613863,45-54,Q1
2016,45,M,Accessories,2,81.5,0.17177914110429449,45-54,Q1
2016,45,M,Accessories,2,31.0,0.1935483870967742,45-54,Q2
2016,45,M,Accessories,3,8.333333,0.08,45-54,Q2
2016,45,M,Accessories,3,132.333333,0.1964735516372796,45-54,Q2
2016,45,M,Accessories,1,892.0,0.1961883408071749,45-54,Q2
2016,45,M,Accessories,3,6.666667,0.2,45-54,Q2
2016,45,M,Clothing,3,78.333333,0.19574468085106383,45-54,Q2
2016,45,M,Accessories,1,275.0,0.18181818181818182,45-54,Q2
2016,45,M,Accessories,2,42.0,0.10714285714285714,45-54,Q2
2016,45,M,Accessories,3,63.333333,0.2631578947368421,45-54,Q2
2016,45,M,Clothing,2,47.0,0.13829787234042554,45-54,Q2
2016,45,M,Accessories,3,11.0,0.15151515151515152,45-54,Q2
2016,45,M,Accessories,3,107.0,0.2897196261682243,45-54,Q2
2016,45,M,Clothing,3,214.333333,0.16174183514774496,45-54,Q2
2016,45,M,Accessories,3,24.0,0.16666666666666666,45-54,Q2
2016,45,M,Accessories,2,384.5,0.08972691807542263,45-54,Q2
2016,45,M,Clothing,1,163.0,0.17177914110429449,45-54,Q3
2015,45,M,Accessories,3,56.333333,0.17159763313609466,45-54,Q3
2015,45,M,Accessories,1,712.0,0.016853932584269662,45-54,Q3
2015,45,M,Clothing,1,190.0,0.1,45-54,Q3
2015,45,M,Accessories,1,317.0,0.05362776025236593,45-54,Q3
2015,45,M,Accessories,3,302.333333,0.16868798235942667,45-54,Q4
2015,45,M,Accessories,2,13.5,0.07407407407407407,45-54,Q4
2015,45,M,Accessories,2,508.0,0.000984251968503937,45-54,Q4
2015,45,M,Accessories,2,341.0,0.08357771260997067,45-54,Q4
2015,45,M,Accessories,2,79.0,0.14556962025316456,45-54,Q4
2015,45,M,Accessories,2,36.0,0.1111111111111111,45-54,Q4
2015,45,M,Clothing,1,245.0,0.11836734693877551,45-54,Q4
2015,45,M,Accessories,3,8.0,0.0,45-54,Q4
2015,45,M,Clothing,3,85.333333,-0.0546875,45-54,Q4
2016,40,F,Bikes,2,1396.0,0.14613180515759314,35-44,Q1
2016,40,F,Accessories,2,314.5,0.21621621621621623,35-44,Q1
2016,40,F,Accessories,2,26.0,0.23076923076923078,35-44,Q1
2016,40,F,Accessories,3,6.666667,0.1,35-44,Q1
2016,40,F,Accessories,3,321.666667,0.011398963730569948,35-44,Q1
2016,40,F,Clothing,1,155.0,0.012903225806451613,35-44,Q1
2016,40,F,Bikes,1,2292.0,-0.04013961605584642,35-44,Q2
2016,40,F,Accessories,2,316.5,0.17061611374407584,35-44,Q2
2016,40,F,Clothing,1,172.0,0.21511627906976744,35-44,Q2
2015,40,F,Accessories,1,353.0,0.10764872521246459,35-44,Q3
2015,40,F,Accessories,1,124.0,0.27419354838709675,35-44,Q4
2015,40,F,Accessories,3,222.0,-0.05105105105105105,35-44,Q4
2015,40,F,Accessories,2,342.0,-0.27923976608187134,35-44,Q4
2015,40,F,Clothing,3,362.0,-0.04419889502762431,35-44,Q4
2015,40,F,Bikes,2,301.0,-0.23255813953488372,35-44,Q4
2015,40,F,Accessories,2,286.0,-0.013986013986013986,35-44,Q4
2015,40,F,Accessories,2,38.5,0.025974025974025976,35-44,Q4
2015,40,F,Accessories,1,275.0,-0.2727272727272727,35-44,Q4
2016,40,M,Bikes,3,790.0,0.28227848101265823,35-44,Q1
2016,40,M,Accessories,2,199.0,0.032663316582914576,35-44,Q1
2016,40,M,Bikes,2,1511.5,0.23255044657624876,35-44,Q1
2016,40,M,Accessories,2,147.0,0.21768707482993196,35-44,Q1
2016,40,M,Accessories,1,167.0,0.16167664670658682,35-44,Q1
2016,40,M,Accessories,2,436.5,-0.08247422680412371,35-44,Q1
2016,40,M,Bikes,1,2741.0,0.1627143378329077,35-44,Q1
2016,40,M,Accessories,3,416.333333,0.29943955164131303,35-44,Q1
2016,40,M,Bikes,1,2776.0,0.14121037463976946,35-44,Q1
2016,40,M,Bikes,2,965.5,0.11910926980838944,35-44,Q1
2016,40,M,Accessories,3,483.333333,0.3,35-44,Q1
2016,40,M,Bikes,1,668.0,-0.11077844311377245,35-44,Q2
2016,40,M,Accessories,2,20.5,0.12195121951219512,35-44,Q2
2016,40,M,Accessories,1,68.0,0.2647058823529412,35-44,Q2
2016,40,M,Clothing,2,468.0,0.2938034188034188,35-44,Q2
2016,40,M,Bikes,3,983.0,0.19159036961681927,35-44,Q2
2016,40,M,Accessories,2,306.0,0.08496732026143791,35-44,Q2
2015,40,M,Bikes,1,2499.0,0.022408963585434174,35-44,Q1
2015,40,M,Bikes,1,2271.0,0.0977542932628798,35-44,Q1
2015,40,M,Bikes,2,827.5,-0.318429003021148,35-44,Q1
2015,40,M,Bikes,2,799.5,-0.4509068167604753,35-44,Q3
2015,40,M,Bikes,1,692.0,0.18352601156069365,35-44,Q4
2015,40,M,Accessories,3,32.333333,0.17525773195876287,35-44,Q4
2015,40,M,Bikes,2,184.0,-0.4673913043478261,35-44,Q4
2016,40,F,Bikes,3,189.0,0.047619047619047616,35-44,Q1
2016,40,F,Accessories,3,94.333333,0.13427561837455831,35-44,Q1
2016,40,F,Bikes,1,2425.0,0.016907216494845362,35-44,Q1
2016,40,F,Bikes,1,2296.0,0.00043554006968641115,35-44,Q1
2016,40,F,Accessories,3,341.0,0.24731182795698925,35-44,Q1
2016,40,F,Bikes,1,2308.0,-0.005199306759098787,35-44,Q2
2016,40,F,Accessories,2,90.5,0.2265193370165746,35-44,Q2
2016,40,F,Bikes,3,758.333333,-0.04791208791208791,35-44,Q2
2016,40,F,Accessories,2,685.0,0.23357664233576642,35-44,Q2
2016,40,F,Bikes,3,834.666667,0.08346645367412141,35-44,Q2
2016,40,F,Bikes,2,1234.0,0.059967585089141004,35-44,Q2
2016,40,F,Bikes,2,1250.5,0.046781287485006,35-44,Q2
2016,40,F,Accessories,1,1232.0,0.23295454545454544,35-44,Q2
2016,40,F,Bikes,1,2446.0,0.025347506132461162,35-44,Q2
2016,40,F,Accessories,2,327.0,0.19724770642201836,35-44,Q3
2015,40,F,Bikes,2,961.0,-0.13527575442247658,35-44,Q2
2015,40,F,Bikes,1,1892.0,-0.08298097251585623,35-44,Q2
2015,40,F,Bikes,1,2314.0,-0.0557476231633535,35-44,Q2
2015,40,F,Bikes,3,628.0,-0.0875796178343949,35-44,Q2
2015,40,F,Bikes,1,2084.0,-0.10124760076775433,35-44,Q3
2015,40,F,Accessories,1,359.0,0.12256267409470752,35-44,Q3
2015,40,F,Bikes,3,740.666667,-0.04410441044104411,35-44,Q3
2015,40,F,Bikes,2,1125.5,-0.08529542425588628,35-44,Q3
2015,40,F,Bikes,1,2376.0,0.03409090909090909,35-44,Q3
2015,40,F,Bikes,3,256.666667,0.03636363636363636,35-44,Q3
2015,40,F,Bikes,1,2318.0,-0.05392579810181191,35-44,Q3
2015,40,F,Bikes,3,219.666667,-0.125948406676783,35-44,Q3
2015,40,F,Accessories,3,77.666667,0.09871244635193133,35-44,Q3
2015,40,F,Bikes,1,465.0,-0.16129032258064516,35-44,Q4
2015,40,F,Accessories,1,456.0,0.07894736842105263,35-44,Q4
2015,40,F,Accessories,2,462.5,0.0918918918918919,35-44,Q4
2015,40,F,Accessories,2,441.5,0.009060022650056626,35-44,Q4
2015,40,F,Bikes,2,1034.0,-0.10976789168278529,35-44,Q4
2015,40,F,Bikes,1,2094.0,-0.10792741165234002,35-44,Q4
2015,40,F,Accessories,3,201.666667,0.1322314049586777,35-44,Q4
2015,40,F,Bikes,2,1117.5,-0.06666666666666667,35-44,Q4
2015,40,F,Accessories,3,211.0,0.11532385466034756,35-44,Q4
2015,40,F,Bikes,1,2192.0,-0.08759124087591241,35-44,Q4
2015,40,F,Bikes,3,167.333333,-0.07569721115537849,35-44,Q4
2015,40,F,Accessories,1,669.0,0.05829596412556054,35-44,Q4
2016,41,M,Accessories,1,1066.0,0.3808630393996248,35-44,Q1
2016,41,M,Accessories,1,56.0,0.3392857142857143,35-44,Q1
2016,41,M,Bikes,1,2988.0,0.20214190093708165,35-44,Q1
2016,41,M,Accessories,2,589.0,0.3599320882852292,35-44,Q1
2016,41,M,Accessories,2,56.5,0.336283185840708,35-44,Q1
2016,41,M,Bikes,3,1139.666667,0.285463585843814,35-44,Q2
2016,41,M,Accessories,3,25.333333,0.2894736842105263,35-44,Q2
2015,41,M,Accessories,2,33.5,0.2537313432835821,35-44,Q3
2015,41,M,Accessories,3,59.0,0.20903954802259886,35-44,Q3
2016,41,F,Accessories,1,166.0,0.3313253012048193,35-44,Q2
2015,41,F,Accessories,3,84.666667,0.24803149606299213,35-44,Q4
2016,42,M,Accessories,3,67.0,0.3283582089552239,35-44,Q1
2016,42,M,Clothing,3,290.0,0.21149425287356322,35-44,Q1
2016,42,M,Accessories,3,33.0,0.29292929292929293,35-44,Q1
2016,42,M,Accessories,3,31.333333,0.0425531914893617,35-44,Q2
2016,42,M,Accessories,3,2.666667,0.375,35-44,Q2
2015,42,M,Accessories,1,85.0,0.058823529411764705,35-44,Q3
2015,42,M,Accessories,1,212.0,-0.06132075471698113,35-44,Q3
2015,42,F,Accessories,1,138.0,0.2391304347826087,35-44,Q3
